regime,arm,dataset,method,lr0,seed,nmse,events_stored,gate_open_frac,n_steps,n_finite,n_nonfinite,n_spike,n_event_unified,first_spike_t,median_loss,max_finite_loss,max_excess,worst_window_mean,worst_window_end_t,first_nonfinite_t,mean_loss_finite
E2-drift,lorenz_drift_cohg_nogate_lr0.003,lorenz,cohg_nogate,0.003,5,0.0017763716282248327,38,1.0,12000,12000,0,38,38,331,0.0001673058286542073,0.32809287309646606,1961.0367178215786,0.05876664203358814,99,,0.0008950229909148506
E2-drift,lorenz_drift_cohg_nogate_lr0.003,lorenz,cohg_nogate,0.003,6,0.0019405247058178147,129,1.0,12000,12000,0,129,129,131,0.0001144097768701613,0.5859105587005615,5121.1581276439865,0.07130253536859527,99,,0.0009749747895164873
E2-drift,lorenz_drift_cohg_nogate_lr0.003,lorenz,cohg_nogate,0.003,7,0.006636155390161487,148,1.0,12000,12000,0,148,148,1327,0.00017102359561249614,1.8915871381759644,11060.386909780022,0.09756221676245332,99,,0.0033455190982885556
E2-drift,lorenz_drift_cohg_nogate_lr0.003,lorenz,cohg_nogate,0.003,8,0.001874856848810814,39,1.0,12000,12000,0,39,39,168,0.00016536864859517664,0.3072463274002075,1857.947863819993,0.041296555241569874,99,,0.0009447072915604477
E2-drift,lorenz_drift_cohg_nogate_lr0.003,lorenz,cohg_nogate,0.003,9,0.0026100193656121468,120,1.0,12000,12000,0,120,120,119,0.00014790360000915825,0.6586470603942871,4453.21858530491,0.033221300840377804,195,,0.0013059949435744044
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,0,0.0027540383222293603,141,1.0,12000,12000,0,141,141,1526,0.00010270776692777872,2.1423234939575195,20858.437078706447,0.10192877964582295,99,,0.0013914216489843488
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,1,0.001578655873514968,112,1.0,12000,12000,0,112,112,3997,8.660191087983549e-05,1.0723751783370972,12382.811966182499,0.05388114934787154,99,,0.0008000418814442909
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,2,0.002600049375204289,218,1.0,12000,12000,0,218,218,768,0.000239078130107373,0.2669205069541931,1116.4572302548784,0.045613011121749876,99,,0.0013119475614034213
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,3,0.0009083068273900984,86,1.0,12000,12000,0,86,86,2231,0.00010597865912131965,0.3247661292552948,3064.4483705301177,0.028060540547594427,99,,0.0004572030205648298
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,4,0.0014232343509988222,12,1.0,12000,12000,0,12,12,561,0.00010401100007584319,0.4376736879348755,4207.955770214023,0.05547230341471732,104,,0.0007205851007367391
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,5,0.001322246443611281,24,1.0,12000,12000,0,24,24,284,0.0001986890274565667,0.5806664228439331,2922.488625955283,0.03561436362331733,99,,0.0006662124906093741
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,6,0.0013792360570737492,156,1.0,12000,12000,0,156,156,862,0.00011715020082192495,0.2741891145706177,2340.492057605611,0.0418670240836218,99,,0.0006929674125804668
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,7,0.0018573809105423354,143,1.0,12000,12000,0,143,143,3998,9.312013571616262e-05,0.6572656631469727,7058.254996001823,0.058774556084536016,99,,0.0009363709774229448
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,8,0.0010941304221373876,65,1.0,12000,12000,0,65,65,4023,9.70040782704018e-05,0.2988468110561371,3080.7654315635323,0.028481362406164407,99,,0.00055131301804022
E2-drift,lorenz_drift_cohg_nogate_lr0.03,lorenz,cohg_nogate,0.03,9,0.0010657352374624377,110,1.0,12000,12000,0,110,110,119,0.00011812929005827755,0.14323410391807556,1212.5198064545455,0.01681422820314765,99,,0.0005332699249871487
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,0,0.005180092757153661,36,0.00016666666666666666,12000,12000,0,36,36,7999,0.001248858985491097,2.1423234939575195,1715.4246547019716,0.08490839949809015,99,,0.0026171361334638545
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,1,0.006128936204570383,32,0.0004166666666666667,12000,12000,0,32,32,8004,0.0012990671675652266,0.23819482326507568,183.3583583761198,0.07839162360876799,100,,0.0031060636675926123
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,2,0.004358925661811008,57,0.0003333333333333333,12000,12000,0,57,57,3998,0.0008417479693889618,0.2669205069541931,317.10264433183596,0.05817662909626961,99,,0.002199451266921584
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,3,0.004752894610239205,36,0.0003333333333333333,12000,12000,0,36,36,8002,0.0007937637274153531,0.35652023553848267,449.15158406063847,0.07244771428406238,99,,0.0023924049745080145
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,4,0.0031380451068873656,0,0.0005833333333333334,12000,12000,0,0,0,,0.0006849218043498695,0.5318399667739868,776.4973510790935,0.05695531575474888,101,,0.0015887956525753746
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,5,0.0048504984088948025,0,0.0005,12000,12000,0,0,0,,0.0008083520224317908,0.2788543999195099,344.96653955367543,0.07228834348730744,99,,0.0024439185609461383
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,6,0.003697880794029277,96,0.0005,12000,12000,0,96,96,4004,0.0007205264992080629,0.297273188829422,412.5777319170879,0.049948980621993544,99,,0.001857920457290083
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,7,0.004681815124365896,59,0.0003333333333333333,12000,12000,0,59,59,8001,0.000748701102565974,0.4370787739753723,583.7827304880426,0.05451988011598587,99,,0.0023602675031455874
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,8,0.005873785831110528,0,0.0004166666666666667,12000,12000,0,0,0,,0.0011552422074601054,0.4075504541397095,352.78355613040014,0.08692038303241134,107,,0.002959697060196217
E2-drift,lorenz_drift_cohg_r0_lr0.03,lorenz,cohg_r0,0.03,9,0.00487564069090751,32,0.0003333333333333333,12000,12000,0,32,32,8014,0.000906472560018301,0.18514657020568848,204.24950337377064,0.05454864641651511,105,,0.0024396608595727053
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,0,0.042519908591742574,0,,12000,12000,0,0,0,,0.01796039566397667,2.1423234939575195,119.28041753859563,0.5027518327534198,99,,0.021482315932152465
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,1,0.05196907431105957,0,,12000,12000,0,0,0,,0.023002158850431442,1.1235511302947998,48.84546435839112,0.5549804490804672,105,,0.026337238334383613
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,2,0.04425545853746291,0,,12000,12000,0,0,0,,0.019614027813076973,0.991765022277832,50.56406729558154,0.3754407301545143,99,,0.022330668586804346
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,3,0.04945376566306214,0,,12000,12000,0,0,0,,0.022168101742863655,0.8783326148986816,39.621462635222436,0.413057844042778,111,,0.024892922036516392
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,4,0.046386654839743156,0,,12000,12000,0,0,0,,0.02040899731218815,0.7689327001571655,37.676162547092055,0.5326160636544227,105,,0.023485613825354003
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,5,0.046964492411863935,0,,12000,12000,0,0,0,,0.02119777724146843,1.0327681303024292,48.720586056639135,0.3914401745796204,107,,0.02366301048574481
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,6,0.04856846423361648,0,,12000,12000,0,0,0,,0.02178746834397316,0.660759687423706,30.327511071587402,0.3940847298502922,140,,0.024402177437545542
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,7,0.046854415895032704,0,,12000,12000,0,0,0,,0.020450368523597717,0.7744146585464478,37.86800505100186,0.42031926721334456,99,,0.023620957316397677
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,8,0.04913172321559441,0,,12000,12000,0,0,0,,0.022332319989800453,0.7567983865737915,33.888032542943776,0.4668846559524536,112,,0.024756608590218568
E2-drift,lorenz_drift_fixed_lr0.003,lorenz,fixed,0.003,9,0.049711740826462854,0,,12000,12000,0,0,0,,0.020895980298519135,0.5976895093917847,28.603085418976107,0.38165381222963335,183,,0.024874636185089685
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,0,0.008205646322167635,33,,12000,12000,0,33,33,7999,0.0025616693310439587,2.1423234939575195,836.2997784278649,0.11433450330980122,99,,0.004145735316903837
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,1,0.009301347855232027,6,,12000,12000,0,6,6,8083,0.0026439197827130556,0.5549366474151611,209.89163553431015,0.10640661969780922,100,,0.00471379986158655
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,2,0.008473602137542686,36,,12000,12000,0,36,36,3998,0.0024279372300952673,0.49507367610931396,203.90711504921742,0.10199505545198917,99,,0.004275657903526726
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,3,0.008233362976133647,36,,12000,12000,0,36,36,8002,0.001877309987321496,0.5492126941680908,292.5530135551536,0.1129412861354649,99,,0.004144324702381925
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,4,0.008221129614378892,0,,12000,12000,0,0,0,,0.0021370290778577328,0.5490546226501465,256.9242638478962,0.12685915312729776,101,,0.00416236687035381
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,5,0.008398497701732545,0,,12000,12000,0,0,0,,0.002149465261027217,0.5786097645759583,269.18777198541187,0.11014912411570549,99,,0.004231574301661004
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,6,0.008983578234427457,0,,12000,12000,0,0,0,,0.0025868606753647327,0.486017644405365,187.8793276475314,0.1164866634644568,99,,0.004513605146049376
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,7,0.008812331057255134,34,,12000,12000,0,34,34,8001,0.0024040706921368837,0.4370787739753723,181.80778768484143,0.09169379245489835,99,,0.004442605713572789
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,8,0.008669239265931553,0,,12000,12000,0,0,0,,0.0023059030063450336,0.4655843675136566,201.90977948011354,0.11270298063755035,99,,0.0043682767311018535
E2-drift,lorenz_drift_fixed_lr0.03,lorenz,fixed,0.03,9,0.008971286079659772,26,,12000,12000,0,26,26,8014,0.002330509480088949,0.23681163787841797,101.61367713869137,0.09853840127587318,106,,0.004489029626278958
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,0,0.003594985018133423,34,,12000,12000,0,34,34,7999,0.0008058275561779737,2.1423234939575195,2658.5383901718665,0.07924806761555374,99,,0.0018162928023296586
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,1,0.0047750535966736745,32,,12000,12000,0,32,32,8004,0.0009160502813756466,0.4795629382133484,523.5115887887523,0.07844180414453149,100,,0.002419933899193714
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,2,0.004313897639981609,57,,12000,12000,0,57,57,3998,0.0008437542710453272,0.43012160062789917,509.77116844104563,0.07187570005655289,99,,0.0021767307739966146
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,3,0.0037039757784237642,36,,12000,12000,0,36,36,8002,0.0006101393955759704,0.5212546586990356,854.3206068622601,0.07894974444061517,99,,0.0018644238520812118
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,4,0.003638220306145457,0,,12000,12000,0,0,0,,0.0007695499225519598,0.54727703332901,711.1650814207678,0.08824342397972941,101,,0.0018420349002723328
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,5,0.0037061756838316557,0,,12000,12000,0,0,0,,0.000642757338937372,0.5315921306610107,827.0494920211362,0.07996730642393231,99,,0.0018673527502316226
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,6,0.004636074822422069,52,,12000,12000,0,52,52,4004,0.0009272663155570626,0.47044527530670166,507.346452053613,0.087283294191584,99,,0.002329295813973426
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,7,0.004824664262366714,53,,12000,12000,0,53,53,8001,0.0007766501512378454,0.4370787739753723,562.7743370406156,0.06881028277799488,99,,0.0024322827727193577
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,8,0.003979088482724613,0,,12000,12000,0,0,0,,0.000852211145684123,0.46519994735717773,545.8740474272167,0.08117710150778294,99,,0.0020049924909083926
E2-drift,lorenz_drift_fmd_lr0.03,lorenz,fmd,0.03,9,0.004861189815860057,32,,12000,12000,0,32,32,4078,0.0008414597250521183,0.2357330024242401,280.1476950184862,0.07517195800319314,105,,0.002432429966962968
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,0,6.1007153512137895e+32,50,,12000,11999,1,49,50,4154,0.0002804192481562495,1.858268980371515e+36,6.626752594872119e+39,3.7357637004970533e+34,99,54,3.0822619080690748e+32
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,1,0.009199363269946186,0,,12000,12000,0,0,0,,0.0036984465550631285,0.3697773814201355,99.98181017755002,0.12367062948644161,100,,0.004662115424934291
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,2,0.008634929327902137,36,,12000,12000,0,36,36,3998,0.0029331434052437544,0.4859304428100586,165.66883226416135,0.10073908783495426,99,,0.004357061286092689
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,3,0.004362372242594113,36,,12000,12000,0,36,36,8002,0.0004914706223644316,0.8515884280204773,1732.73516110392,0.16061818373389541,99,,0.0021958326261546507
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,4,0.005487390984127195,0,,12000,12000,0,0,0,,0.0013355561532080173,0.9220032691955566,690.3515565263931,0.12269265564857051,101,,0.002778272026883112
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,5,0.008854984622369055,0,,12000,12000,0,0,0,,0.003739764913916588,0.5787442326545715,154.7541746543804,0.09339863068424165,99,,0.004461574760196807
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,6,0.010465987872925974,0,,12000,12000,0,0,0,,0.0042391009628772736,0.5550656318664551,130.93946964870267,0.10670171494595707,99,,0.005258409899598401
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,7,0.009343453646577253,32,,12000,12000,0,32,32,8001,0.0036666395608335733,0.4370787739753723,119.20418321019994,0.09057894404744729,99,,0.00471036327222543
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,8,0.0031830094908224834,1,,12000,12000,0,1,1,4132,0.0005796013865619898,0.46941077709198,809.8855316347235,0.08248411745298653,99,,0.0016038623306057688
E2-drift,lorenz_drift_hd_lr0.003,lorenz,hd,0.003,9,0.009633068545312044,3,,12000,12000,0,3,3,8043,0.003723200410604477,0.27763763070106506,74.5696175554486,0.1097391220368445,99,,0.004820170676523826
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,0,1.761447040140073e+30,1,,12000,11999,1,0,1,,0.017927566543221474,5.346219847139493e+33,2.9821224393451954e+35,1.0786193969194192e+32,99,33,8.899351637221643e+29
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,1,0.0034281914311677627,32,,12000,12000,0,32,32,8004,0.0009615279268473387,0.18247190117835999,189.772856391857,0.03633628520183265,100,,0.0017373619979862242
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,2,0.003479663341408754,57,,12000,12000,0,57,57,3998,0.0009355490328744054,0.2602638304233551,278.1936822955326,0.03400153560563922,99,,0.00175578813187246
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,3,0.003664010064899015,32,,12000,12000,0,32,32,8002,0.0009933605324476957,0.28151947259902954,283.40110504023136,0.04916463375731837,99,,0.0018443068119010258
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,4,0.00368329921525764,0,,12000,12000,0,0,0,,0.0012313417391851544,0.37225931882858276,302.3200684116555,0.03776335762348026,101,,0.001864858401012677
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,5,0.0028921754911644866,0,,12000,12000,0,0,0,,0.0006275931373238564,0.25494131445884705,406.2206855000868,0.0435024937579874,99,,0.0014572196027131546
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,6,0.003503500061288054,52,,12000,12000,0,52,52,4004,0.0010803195182234049,0.1848423182964325,171.0996748447231,0.04043486087583006,99,,0.001760258050095569
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,7,0.0033081166387327046,61,,12000,12000,0,61,61,8001,0.0007367120706476271,0.4370787739753723,593.2830360593198,0.03668174765072763,99,,0.0016677378306503598
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,8,0.0033804838044581053,0,,12000,12000,0,0,0,,0.0009132304694503546,0.2993795871734619,327.82479033321056,0.039229567218571904,99,,0.0017033661535807158
E2-drift,lorenz_drift_hd_lr0.03,lorenz,hd,0.03,9,0.003297210854014394,29,,12000,12000,0,29,29,8014,0.0009957249276340008,0.14282700419425964,143.44022152145885,0.026437743213027717,99,,0.0016498500968905538
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,0,1.790855021071311e+32,1,,12000,11999,1,0,1,,0.041216891258955,5.496168553042037e+35,1.33347479277635e+37,1.0966273289967568e+34,99,40,9.047929458344773e+31
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,1,0.061654640578471955,1,,12000,12000,0,1,1,8083,0.002813461236655712,0.7521922588348389,267.3547618267349,0.5196203073859215,648,,0.031245754996840694
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,2,0.1376667185647067,34,,12000,12000,0,34,34,4005,0.003570839297026396,0.8639327883720398,241.94110025939193,0.672529548406601,245,,0.06946464841391221
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,3,0.15379216816730687,0,,12000,12000,0,0,0,,0.005423341877758503,0.6523529887199402,120.28616366511662,0.5131662517786026,599,,0.07741243564946639
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,4,4.037535069118304e+34,11575,,12000,1306,10694,881,11575,113,1.1695924934212332e+21,2.2941447763759657e+36,1961490680968077.0,inf,1500,144,2.0442083993173222e+34
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,5,0.07453129214876655,0,,12000,12000,0,0,0,,0.0025607070419937372,0.7351723909378052,287.0974222671752,0.5103066489100456,143,,0.0375525137622239
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,6,1.2914548358762608e+34,6116,,12000,6408,5592,524,6116,391,1.4700147241688991e+32,2.2953195715697272e+36,15614.262454870512,1.772680670513175e+35,900,419,6.488636310599409e+33
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,7,0.09973729640802519,0,,12000,12000,0,0,0,,0.035072874277830124,0.8093292713165283,23.0756471484321,0.6227161708474159,724,,0.05028107546116367
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,8,0.005832037057037828,0,,12000,12000,0,0,0,,0.0022254986688494682,0.13522903621196747,60.76347656585109,0.042837301660329105,107,,0.0029386605894357494
E2-drift,lorenz_drift_hd_scalar_lr0.03,lorenz,hd_scalar,0.03,9,0.004120652958051082,27,,12000,12000,0,27,27,8014,0.0017452345928177238,0.07570691406726837,43.37921926303198,0.020063216648995876,99,,0.002061881991506771
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,0,0.0023466259750034206,101,,12000,12000,0,101,101,4036,0.0001165165813290514,2.1423234939575195,18386.425944882816,0.09309254546649753,99,,0.001185584876337403
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,1,0.0017200481801054944,126,,12000,12000,0,126,126,3997,9.259557555196807e-05,0.42000100016593933,4535.864674551531,0.06098389759659767,99,,0.0008716976291498152
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,2,0.001953023214850088,185,,12000,12000,0,185,185,3995,0.00012249735300429165,0.3966522216796875,3238.0472879752015,0.06436296762898565,99,,0.0009854674563191796
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,3,0.001629406778523927,76,,12000,12000,0,76,76,4213,0.00011750589328585193,0.4561114013195038,3881.6044758703265,0.062490084413439034,99,,0.0008201740627784575
E2-drift,lorenz_drift_hdm_lr0.03,lorenz,hdm,0.03,4,0.001923662069604818,6,,12000,12000,0,6,6,4004,0.00011996697139693424,0.5195428729057312,4330.715920023702,0.08058912381064147,101,,0.000973952199254344
